alias,code,name,version,useInEditor,hero,item,sort,race,checkDep,levels,reqLevel,levelSkip,priority,targs1,Cast1,Dur1,HeroDur1,Cool1,Cost1,Area1,Rng1,DataA1,DataB1,DataC1,DataD1,DataE1,DataF1,DataG1,DataH1,DataI1,UnitID1,BuffID1,EfctID1,targs2,Cast2,Dur2,HeroDur2,Cool2,Cost2,Area2,Rng2,DataA2,DataB2,DataC2,DataD2,DataE2,DataF2,DataG2,DataH2,DataI2,UnitID2,BuffID2,EfctID2,targs3,Cast3,Dur3,HeroDur3,Cool3,Cost3,Area3,Rng3,DataA3,DataB3,DataC3,DataD3,DataE3,DataF3,DataG3,DataH3,DataI3,UnitID3,BuffID3,EfctID3,targs4,Cast4,Dur4,HeroDur4,Cool4,Cost4,Area4,Rng4,DataA4,DataB4,DataC4,DataD4,DataE4,DataF4,DataG4,DataH4,DataI4,UnitID4,BuffID4,EfctID4,InBeta
ACbf,ACbf,Breath of Frost(Creep),1,1,0,0,unit,creeps,1,1,0,0,0,"ground,air",0,5,5,10,125,150,700,50,99999,800,150,7,-,-,-,-,,BCbf,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,1
ANbu,ANbu,Build (Neutral),0,0,0,0,unit,other,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AHbu,AHbu,Build (Human),0,0,0,0,unit,human,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AObu,AObu,Build (Orc),0,0,0,0,unit,orc,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AEbu,AEbu,Build (Night Elf),0,0,0,0,unit,nightelf,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AUbu,AUbu,Build (Undead),0,0,0,0,unit,undead,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AGbu,AGbu,Build (Naga),0,0,0,0,unit,other,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Abur,Abur,Burrow,1,1,0,0,unit,undead,1,1,0,0,0,_,0,1.45,0,0,0,-,-,ucry,1,0,-,-,-,-,-,-,ucrm,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Abu2,Abur,Burrow(scarab lvl 2),1,1,0,0,unit,undead,1,1,0,0,0,_,0,1.45,0,0,0,-,-,ucs2,1,0,-,-,-,-,-,-,ucsB,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Abu3,Abur,Burrow(scarab lvl 3),1,1,0,0,unit,undead,1,1,0,0,0,_,0,1.45,0,0,0,-,-,ucs3,1,0,-,-,-,-,-,-,ucsC,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Abu5,Abur,Burrow(Barbed Arachnathid),1,1,0,0,unit,creeps,1,1,0,0,0,_,0,1.45,0,0,0,-,-,nanm,1,0,-,-,-,-,-,-,nbnb,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Abdt,Abdt,Burrow Detection (Flyers),1,1,0,0,unit,other,1,1,0,0,0,_,0,0,0,0,0,-,900,0,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acan,Acan,Cannibalize,0,1,0,0,unit,undead,1,1,0,0,0,"ground,dead,organic",0,33,33,0,0,-,50,10,800,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acn2,Acan,Cannibalize (Abomination),0,1,0,0,unit,undead,1,1,0,0,0,"ground,dead,organic",0,33,33,0,0,-,50,15,800,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACcn,Acan,Cannibalize (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"ground,dead,organic",0,33,33,0,0,-,50,10,800,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Abun,Abun,Cargo Hold (Burrow),0,1,0,0,unit,orc,1,1,0,0,0,"ground,player,vuln,invu",0,0,0,1,0,250,120,4,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Advc,Advc,Cargo Hold (Devour),0,1,0,0,unit,orc,1,1,0,0,0,"ground,enemy,neutral,vuln,invu",0,0.5,0.5,0,0,250,120,2,5,5,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sch2,Amtc,Cargo Hold (Meat Wagon),0,1,0,0,unit,undead,1,1,0,0,0,dead,0,0.5,0.5,0,0,250,160,8,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sch5,Acar,Cargo Hold (Ship),0,1,0,0,unit,other,1,1,0,0,0,"ground,friend,vuln,invu,nonsapper",0,0,0,0,0,250,200,10,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sch4,Acar,Cargo Hold (Tank),0,1,0,0,unit,human,1,1,0,0,0,"ground,friend,vuln,invu",0,0.5,0.5,0,0,250,160,4,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sch3,Acar,Cargo Hold (Transport),0,1,0,0,unit,other,1,1,0,0,0,"ground,friend,vuln,invu,nonsapper",0,0.5,0.5,0,0,250,160,8,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Aenc,Aenc,Cargo Hold (Gold Mine),0,1,0,0,unit,nightelf,1,1,0,0,0,"ground,player,invu,vuln",0,0,0,0,0,250,120,5,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Achd,Achd,Cargo Hold Death,0,1,0,0,unit,other,1,1,0,0,0,"air,ground,ward,vuln,invu",0,60,30,0,50,-,-,10,10,0,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACca,AUcs,Carrion Swarm (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"ground,air",0,0,0,8,100,100,700,75,300,800,300,-,-,-,-,-,,BUcs,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACcv,AUcs,Crushing Wave,1,1,0,0,unit,creeps,0,1,0,0,0,"ground,air,structure,enemy,neutral",0,0,0,8,100,100,700,150,900,800,300,-,-,-,-,-,,BUcs,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACc2,AUcs,Crushing Wave (Dragon Turtle),1,1,0,0,unit,creeps,0,1,0,0,0,"ground,air,structure,enemy,neutral",0,0,0,8,100,100,700,150,900,800,300,-,-,-,-,-,,BUcs,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACc3,AUcs,Crushing Wave (Lesser),1,1,0,0,unit,creeps,0,1,0,0,0,"ground,air,structure,enemy,neutral",0,0,0,10,125,100,700,100,300,800,300,-,-,-,-,-,,BUcs,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACcl,AOcl,Chain Lightning (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,enemy,neutral,organic",0,0,0,9,120,500,700,100,4,0.25,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Ache,AIdc,Chain Dispel,1,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,friend,self,enemy,invu,vuln",0,0,0,15,75,400,700,0,0,8,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sca1,Acha,Chaos (Grunt),0,1,0,0,unit,orc,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,nchg,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sca2,Acha,Chaos (Raider),0,1,0,0,unit,orc,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,nchr,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sca3,Acha,Chaos (Shaman),0,1,0,0,unit,orc,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,nchw,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sca4,Acha,Chaos (Kodo),0,1,0,0,unit,orc,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,nckb,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sca5,Acha,Chaos (Peon),0,1,0,0,unit,orc,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,ncpn,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Sca6,Acha,Chaos (Grom),0,1,0,0,unit,orc,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,Opgh,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Achl,Achl,Chaos Cargo Load,0,1,0,0,unit,orc,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,ncpn,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACch,ANch,Charm,1,1,0,0,unit,creeps,1,1,0,0,0,"air,ground,nonhero,enemy,neutral",0,0,0,20,125,-,700,6,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACce,ANca,Cleaving Attack (Creep),1,1,0,0,unit,creeps,1,1,0,0,0,"ground,enemy,neutral",0,0,0,0,0,150,-,0.25,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,0
Aclf,Aclf,Cloud of Fog,1,1,0,0,unit,human,1,1,0,0,0,"vuln,invu,structure",0,30,30,20,100,300,1000,2,0,0,0,-,-,-,-,-,,Bclf,Xclf,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACcw,AHca,Cold Arrows (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,enemy,neutral",0,3,0.75,0,5,-,700,0.25,0.25,-,-,-,-,-,-,-,,"BHca,Bcsd,Bcsi",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acmg,Acmg,Control Magic,1,1,0,0,unit,human,1,1,0,0,0,"air,ground,enemy,neutral,ward,organic",0,60,60,5,25,-,700,5,0.45,1,-,-,-,-,-,-,,Bcmg,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acpf,Acpf,Corporeal Form,1,1,0,0,unit,orc,1,1,0,0,0,_,0,0.7,0,30,0,-,-,ospm,1,0, - ,-,-,-,-,-,ospw,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acor,Acor,Corrosive Breath,0,1,0,0,unit,nightelf,1,1,0,0,0,structure,0,5,5,0,0,-,500,50,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acoa,Acoa,Couple (Archer),0,1,0,0,unit,nightelf,1,1,0,0,0,_,0,0,0,0,0,-,100,ehip,-,-,-,-,-,-,-,-,ehpr,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acoh,Acoh,Couple (Hippogryph),0,1,0,0,unit,nightelf,1,1,0,0,0,_,0,0,0,0,0,-,100,earc,-,-,-,-,-,-,-,-,ehpr,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Aco2,Acoi,Couple Instant (Archer),0,1,0,0,unit,nightelf,1,1,0,0,0,"vuln,invu",0,0,0,30,0,900,99999,ehip,0,-,-,-,-,-,-,-,ehpr,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Aco3,Acoi,Couple Instant (Hippogryph),0,1,0,0,unit,nightelf,1,1,0,0,0,"vuln,invu",0,0,0,30,0,900,0,earc,1,-,-,-,-,-,-,-,ehpr,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACsp,ACsp,Creep Sleep,0,0,0,0,unit,creeps,0,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acri,Acri,Cripple,0,1,0,0,unit,undead,1,1,0,0,0,"air,ground,enemy,organic,neutral",0,60,10,10,175,-,600,0.75,0.5,0.5,-,-,-,-,-,-,,Bcri,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Scri,Acri,Cripple (Warlock),0,1,0,0,unit,undead,1,1,0,0,0,"air,ground,enemy,organic,neutral",0,60,10,10,175,-,600,0.75,0.5,0.5,-,-,-,-,-,-,,Bcri,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACcr,Acri,Cripple (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,enemy,organic,neutral",0,60,10,10,175,-,600,0.75,0.5,0.5,-,-,-,-,-,-,,Bcri,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACct,AOcr,Critical Strike (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,enemy,neutral",0,0,0,0,0,0,-,20,2,0,0,0,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acrs,Acrs,Curse,0,1,0,0,unit,undead,1,1,0,0,1,"air,ground,enemy,organic,neutral",0,120,60,1,40,-,700,0.33,-,-,-,-,-,-,-,-,,Bcrs,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACcs,Acrs,Curse (creep),0,1,0,0,unit,creeps,0,1,0,0,1,"air,ground,enemy,organic,neutral",0,30,15,8,40,-,700,0.33,-,-,-,-,-,-,-,-,,Bcrs,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acyc,Acyc,Cyclone,0,1,0,0,unit,nightelf,1,1,0,0,0,"ground,enemy,neutral,organic",0,20,6,5,150,-,600,1,-,-,-,-,-,-,-,-,,"Bcyc,Bcy2",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Acny,Acyc,Cyclone (naga),0,1,0,0,unit,naga,1,1,0,0,0,"ground,enemy,neutral,organic",0,20,6,5,150,-,600,1,-,-,-,-,-,-,-,-,,"Bcyc,Bcy2",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACcy,Acyc,Cyclone (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"ground,enemy,neutral,organic",0,20,6,8,150,-,600,1,-,-,-,-,-,-,-,-,,"Bcyc,Bcy2",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
SCc1,Acyc,Cyclone (Cenarius),0,1,0,0,unit,creeps,0,1,0,0,0,"ground,enemy,neutral,organic",0,30,6,8,150,-,600,1,-,-,-,-,-,-,-,-,,"Bcyc,Bcy2",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACdc,AUdc,Death Coil (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,organic,notself,invu,vuln",0,0,0,8,75,-,800,400,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Adda,Adda,Death Damage (sapper),0,1,0,0,unit,other,1,1,0,0,0,"ground,structure,debris,enemy,ward",0,0.3,0.3,0,0,-,-,100,500,250,200,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Amnx,Adda,Death Damage (mine),0,1,0,0,unit,other,1,1,0,0,0,"ground,structure,debris,enemy",0,0.3,0.3,0,0,-,-,150,700,400,300,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Amnz,Adda,Death Damage (mine BIG),0,1,0,0,unit,other,1,1,0,0,0,"ground,structure,debris,enemy",0,0.3,0.3,0,0,-,-,200,700,400,300,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Adec,Adec,Decouple,1,1,0,0,unit,nightelf,1,1,0,0,0,_,0,0,0,30,0,-1,-,earc,ehip,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Adef,Adef,Defend,0,1,0,0,unit,human,1,1,0,0,0,"air,ground,structure,debris,neutral,enemy,ward,vuln,invu",0,0,0,0,0,-,-,0.5,1,0.3,0,1,30,0,1,0,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Adt1,Adet,Detect (Sentry Ward),0,1,0,0,unit,orc,1,1,0,0,0,"vuln,invu",0,0,0,0,0,-,1100,3,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
